Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C
1189380,5.54,-7.96,1.73,-0.08,0.05,-0.00,43.45
1189910,5.86,-8.17,1.81,-0.05,0.03,-0.00,43.59
1190440,6.06,-7.93,1.75,-0.13,-0.05,-0.02,43.49
1191014,5.33,-7.60,1.78,-0.10,0.13,-0.02,43.54
1191546,5.18,-7.88,1.88,-0.16,-0.02,-0.00,43.54
1192073,5.81,-8.11,1.70,-0.10,-0.04,-0.03,43.54
1192603,5.45,-8.07,1.64,-0.05,-0.03,-0.02,43.59
1193129,5.98,-8.07,1.58,-0.12,0.05,-0.07,43.54
1193660,5.76,-7.96,1.69,-0.10,-0.01,-0.02,43.54
1194184,5.56,-7.91,1.87,-0.12,0.02,-0.04,43.45
1194716,5.91,-8.00,1.66,-0.10,-0.01,-0.02,43.54
1195287,5.33,-8.16,1.70,-0.07,-0.06,-0.02,43.59
1195816,6.10,-8.06,1.46,-0.14,0.18,-0.03,43.59
1196344,6.54,-7.74,1.82,-0.19,-0.19,-0.02,43.64
1196875,5.74,-7.93,1.80,-0.11,0.09,-0.02,43.54
1197404,5.87,-7.98,1.52,-0.09,0.12,-0.03,43.64
1197934,5.77,-7.98,1.73,-0.11,-0.01,0.01,43.59
1198464,5.66,-7.88,1.71,-0.10,0.03,-0.02,43.64
1198992,5.68,-8.07,1.89,-0.10,-0.02,-0.00,43.64
1199523,5.74,-8.01,1.66,-0.12,0.01,-0.03,43.64
1200050,6.02,-8.18,1.58,-0.10,0.01,-0.03,43.64
1200582,5.88,-7.87,1.74,-0.12,-0.02,-0.01,43.59
1201109,5.79,-8.10,1.73,-0.09,-0.01,0.01,43.59
1201641,5.54,-7.74,1.64,-0.08,0.17,-0.05,43.54
1202166,5.96,-8.31,2.07,0.04,-0.12,-0.01,43.64
1202698,5.83,-7.69,2.38,-0.04,-0.28,0.55,43.64
1203222,1.86,-8.12,2.22,-0.67,-1.26,0.77,43.59
1203753,1.21,-15.00,5.01,0.89,-3.78,-0.86,43.64
1204279,2.75,-7.93,-2.13,-0.42,2.22,0.48,43.64
1204809,-0.44,-10.36,1.33,0.56,0.05,-0.21,43.73
1205337,0.68,-8.01,3.33,0.01,1.40,-0.20,43.64
1205868,-1.02,-8.37,5.78,0.24,1.40,-1.20,43.59
1206396,2.05,-6.04,7.33,-0.13,0.75,-1.19,43.68
1206926,2.05,-5.89,7.00,-0.73,0.80,-0.80,43.64
1207502,0.17,-6.49,7.41,-0.20,-0.41,0.27,43.54
1208030,0.05,-6.77,4.84,-0.22,0.98,0.61,43.59
1208562,-2.75,-0.82,4.11,0.47,2.32,-2.06,43.68
1209088,2.41,-6.38,5.11,1.54,-3.27,1.20,43.64
1209619,-1.47,-10.24,5.20,-0.51,-1.00,0.64,43.64
1210189,1.71,-8.73,4.58,0.13,0.05,-0.17,43.73
1210721,1.02,-9.20,3.57,-0.36,0.65,-0.05,43.68
1211246,2.73,-9.43,4.03,-0.23,-0.15,0.16,43.78
1211776,0.78,-9.03,3.73,-0.08,-0.20,0.04,43.73
1212302,2.97,-7.83,4.51,-0.03,0.10,0.34,43.73
1212834,-0.89,-7.91,3.31,0.06,0.71,0.42,43.82
1213363,-5.29,-10.01,2.48,0.06,0.19,0.60,43.59
1213893,-6.49,-7.23,2.10,-0.80,-0.83,-0.06,43.78
1214422,-8.10,-9.43,3.33,-1.13,-1.22,-0.16,43.73
1214951,4.03,-7.30,0.28,0.21,-1.97,-0.42,43.64
1215481,0.67,-12.68,4.33,0.06,0.26,0.44,43.64
1216009,2.51,-8.50,3.07,0.19,-0.25,-0.55,43.68
1216540,4.48,-8.29,3.20,0.08,0.14,-0.05,43.78
1217066,-1.30,-9.34,4.12,-0.30,0.26,0.05,43.73
1217597,2.68,-8.78,5.04,-0.27,0.08,0.13,43.73
1218122,-0.90,-8.05,4.54,-0.35,-0.94,-0.36,43.73
1218654,1.87,-7.69,3.54,0.05,-0.28,0.09,43.87
1219179,1.13,-8.81,5.20,-0.14,0.41,-0.35,43.78
1219711,0.49,-8.13,6.30,-0.29,-0.23,0.09,43.82
1220236,1.98,-9.19,3.50,-0.16,-0.56,0.03,43.82
1220767,2.72,-9.64,2.68,0.01,-0.27,-0.08,43.73
1221293,2.75,-7.92,3.62,0.05,-0.08,-0.23,43.78
1221824,1.37,-8.14,4.38,0.56,1.08,0.73,43.78
1222351,-2.57,-8.38,7.66,-0.08,0.23,-0.83,43.73
1222882,0.30,-6.70,4.53,1.37,-0.42,0.42,43.82
1223411,-1.78,-8.31,4.96,0.16,0.43,0.65,43.82
1223941,-3.44,-9.97,3.69,-0.19,0.12,0.47,43.87
1224517,-4.89,-9.90,3.28,0.29,-0.63,-0.62,43.78
1225044,-2.41,-7.02,6.52,-0.38,-0.52,-0.61,43.73
1225620,0.77,-8.20,4.45,-0.24,-0.14,-0.06,43.78
1226145,0.24,-14.10,2.03,-0.96,0.49,0.36,43.78
1226677,1.95,-8.04,1.82,-0.18,-0.71,-0.25,43.82
1227201,-3.20,-10.87,5.78,-0.16,1.39,-0.72,43.82
1227732,1.62,-7.76,4.97,-0.34,0.61,-0.37,43.82
1228257,2.92,-8.87,6.01,-0.28,-0.63,-0.37,43.82
1228787,4.44,-9.17,3.85,-0.22,-0.35,-0.18,43.87
1229314,3.59,-8.88,3.51,-0.11,-0.05,0.21,43.87
1229848,4.00,-8.88,4.03,-0.10,0.03,0.27,43.82
1230376,5.51,-8.41,3.70,-0.02,0.13,0.05,43.82
1230907,3.87,-8.59,3.36,-0.17,0.10,-0.06,43.87
1231436,5.17,-8.87,3.43,-0.17,0.13,-0.12,43.87
1231965,4.30,-8.10,3.55,-0.13,0.02,0.00,43.92
1232495,4.27,-8.45,3.52,-0.03,0.11,-0.06,43.92
1233023,4.34,-8.20,3.62,-0.15,0.00,-0.04,43.82
1233555,3.61,-9.00,3.10,-0.09,-0.47,0.06,43.97
1234083,3.44,-9.27,2.89,0.08,-0.07,0.23,43.87
1234613,4.46,-8.75,3.01,-0.02,-0.01,-0.02,43.92
1235138,4.33,-8.84,3.12,-0.19,0.17,-0.28,44.01
1235670,5.12,-8.09,3.38,-0.45,0.66,-0.43,43.92
1236194,4.69,-7.65,3.20,-0.77,0.79,-0.53,43.87
1236726,4.83,-7.42,4.66,-0.23,0.37,-0.18,43.97
1237251,5.79,-7.08,4.50,-0.03,-0.01,-0.01,43.92
1237782,5.95,-6.96,4.61,-0.09,0.02,-0.01,43.92
1238308,5.59,-6.89,4.87,0.00,-0.18,0.09,43.97
1238840,6.09,-6.83,4.47,-0.13,-0.03,-0.06,44.06
1239368,6.07,-7.12,4.40,-0.08,-0.05,0.01,43.97
1239898,5.77,-7.54,4.43,-0.14,0.06,0.02,43.82
1240472,5.47,-7.41,4.51,-0.04,-0.31,0.29,44.06
1241045,4.61,-7.70,3.56,-0.06,-0.63,0.19,43.97
1241578,6.17,-8.09,2.21,-0.16,-0.02,0.02,44.01
1242105,5.15,-7.60,2.44,-0.10,0.03,-0.06,43.92
1242636,5.61,-8.09,2.51,-0.09,0.03,0.00,44.01
1243161,5.70,-7.90,2.57,-0.11,0.02,-0.01,43.97
1243693,5.47,-8.15,2.63,-0.07,0.05,-0.00,43.97
1244217,5.58,-7.87,2.66,-0.10,-0.02,-0.01,43.92
1244748,5.48,-8.62,2.51,-0.04,0.02,-0.02,44.01
1245274,5.82,-8.03,2.54,-0.07,-0.01,-0.03,43.97
1245805,5.34,-7.73,2.61,-0.11,-0.03,-0.03,44.06
1246332,5.69,-7.86,2.71,-0.11,-0.05,-0.02,44.06
1246867,5.66,-7.59,2.75,-0.11,-0.10,-0.03,44.11
1247395,6.00,-7.89,2.69,-0.12,-0.03,0.01,43.92
1247925,5.30,-7.52,2.59,-0.02,0.01,-0.04,43.97
1248454,5.43,-8.22,2.19,-0.18,-0.24,0.04,43.97
1248983,5.09,-7.45,2.55,0.04,-0.54,0.41,44.01
1249514,4.66,-8.20,2.37,0.23,-0.49,0.18,44.11
1250042,5.70,-8.31,2.95,0.04,-0.08,0.04,44.06
1250574,4.70,-8.70,2.15,-0.16,0.02,0.01,44.15
1251100,4.40,-8.59,2.14,-0.13,0.07,0.00,44.11
1251630,4.49,-8.61,2.13,-0.07,-0.00,-0.03,44.11
1252155,4.21,-8.63,2.10,-0.15,0.01,-0.01,44.11
1252688,4.73,-9.37,3.25,-0.30,-0.61,0.26,44.15
1253212,1.97,-7.29,0.35,0.06,-0.85,0.26,44.06
1253743,2.51,-8.90,3.02,-0.99,0.70,0.47,44.11
1254272,6.03,-8.26,3.49,0.09,0.19,0.36,44.11
1254802,4.92,-8.65,5.57,-0.26,1.12,0.30,44.06
1255375,1.07,-7.52,5.06,-0.27,0.80,0.29,44.06
1255906,-1.15,-7.85,6.11,-0.53,-0.01,0.36,44.11
1256435,-4.92,-7.99,3.66,-0.53,0.67,0.98,44.20
1256964,-5.85,-7.52,5.22,1.17,-0.61,-0.88,44.06
1257494,5.07,-8.83,4.51,-0.63,-0.23,-0.08,44.06
1258068,1.86,-11.20,3.72,-0.01,0.40,0.26,44.11
1258599,1.98,-7.95,4.58,-0.32,0.59,-0.46,44.20
1259125,3.69,-8.20,5.26,-0.38,0.98,-0.14,44.11
1259656,2.53,-7.92,3.85,-0.55,-0.36,-0.34,44.06
1260181,0.28,-9.47,2.96,0.38,0.11,0.22,44.15
1260713,4.81,-8.47,3.82,-0.33,0.95,-0.23,44.20
1261238,0.68,-7.34,5.13,-0.21,1.36,-0.08,44.20
1261769,6.92,-8.02,5.38,-0.52,0.63,-0.29,44.15
1262296,3.47,-10.36,5.57,-0.18,-0.18,0.09,44.15
1262825,5.82,-7.74,1.58,0.21,-0.42,0.10,44.20
1263352,3.96,-9.25,5.07,-0.13,-0.66,0.24,44.11
1263883,3.68,-8.61,1.84,-0.27,0.08,-0.39,44.15
1264412,5.60,-8.10,2.81,-0.21,0.02,-0.05,44.15
1264942,5.34,-8.00,2.77,-0.06,-0.06,-0.01,44.20
1265472,5.49,-7.73,2.72,-0.13,0.00,-0.04,44.20
1266001,5.52,-7.43,2.67,-0.14,-0.10,-0.04,44.20
1266532,6.69,-7.69,2.89,-0.09,-0.13,0.02,44.25
1267059,6.01,-8.08,2.18,-0.06,0.03,0.01,44.15
1267592,6.92,-7.19,1.32,-0.55,1.89,-0.36,44.11
1268118,-9.49,-8.97,3.85,-0.76,3.60,-1.77,44.20
1268649,3.02,-7.92,2.68,1.92,-2.48,1.03,44.15
1269173,3.76,-8.65,4.57,-0.43,-1.02,-0.09,44.25
1269706,6.10,-7.50,2.79,0.08,-0.10,0.02,44.29
1270278,6.75,-7.18,3.08,-0.06,-0.04,0.00,44.39
1270808,6.31,-7.30,3.06,-0.07,-0.03,0.01,44.34
1271335,6.22,-7.39,2.86,-0.13,-0.02,-0.01,44.25
1271867,6.46,-7.32,2.97,-0.09,0.00,-0.01,44.29
1272395,6.45,-7.70,2.79,-0.12,0.01,0.00,44.29
1272925,5.86,-7.57,2.59,-0.09,-0.02,0.00,44.34
1273455,6.32,-7.26,2.85,-0.10,-0.01,-0.02,44.34
1273984,6.30,-7.27,2.79,-0.10,-0.03,0.01,44.34
1274560,6.33,-7.41,2.72,-0.10,-0.01,-0.03,44.29
1275086,6.24,-7.32,2.69,-0.08,0.01,-0.02,44.25
1275617,6.35,-7.21,2.77,-0.11,-0.03,-0.03,44.34
1276142,6.67,-7.31,2.81,-0.05,-0.05,0.01,44.20
1276673,6.81,-7.33,2.88,-0.06,-0.00,-0.01,44.29
1277198,6.40,-7.35,2.75,-0.07,-0.05,0.00,44.29
1277730,6.11,-7.36,2.66,-0.15,-0.03,-0.03,44.34
1278256,6.40,-7.18,2.66,-0.10,-0.01,0.01,44.25
1278786,3.21,-6.64,3.55,-0.27,0.33,0.15,44.39
1279312,4.28,-8.60,2.75,0.01,-0.06,0.25,44.39
1279844,4.51,-8.41,2.89,-0.14,-0.00,-0.03,44.25
1280372,4.23,-8.22,2.92,-0.10,0.01,-0.06,44.29
1280903,3.00,-8.57,2.82,-0.16,0.08,-0.03,44.29
1281432,4.61,-8.29,2.97,-0.11,-0.01,-0.02,44.29
1281961,4.41,-8.08,3.09,-0.12,-0.02,-0.00,44.34
1282492,4.78,-8.43,2.99,-0.09,-0.01,-0.03,44.34
1283020,4.95,-8.49,3.07,-0.10,-0.08,-0.03,44.29
1283552,4.77,-8.39,3.02,-0.10,0.01,-0.02,44.39
1284079,4.83,-8.29,3.05,-0.07,-0.02,-0.04,44.34
1284609,4.37,-8.62,2.87,-0.12,-0.01,0.04,44.44
1285134,4.79,-8.38,2.81,-0.09,-0.11,0.01,44.39
1285665,4.32,-7.89,2.73,0.03,-0.16,0.13,44.39
1286230,4.72,-8.95,2.45,-0.01,-0.36,0.12,44.44
1286762,4.10,-8.77,2.22,-0.18,0.07,0.04,44.34
1287288,4.22,-8.69,2.13,-0.11,-0.02,-0.00,44.39
1287817,4.24,-8.77,2.05,-0.10,-0.01,-0.02,44.39
1288344,4.30,-8.76,2.06,-0.09,0.01,-0.01,44.44
1288875,4.28,-8.76,2.13,-0.09,-0.02,-0.03,44.34
1289403,4.45,-8.76,2.20,-0.09,-0.01,-0.03,44.44
1289933,3.71,-9.01,1.98,-0.07,-0.11,0.00,44.29
1290464,4.17,-8.91,1.99,-0.09,-0.01,-0.00,44.29
1290993,4.13,-8.89,2.00,-0.10,0.03,-0.01,44.44
1291570,4.11,-8.93,2.08,-0.09,-0.02,-0.01,44.39
1292096,4.07,-8.90,2.12,-0.12,0.06,0.01,44.39
1292628,4.28,-8.87,2.04,-0.11,-0.00,-0.02,44.34
1293153,4.31,-8.88,2.10,-0.10,0.02,-0.01,44.34
1293685,4.40,-8.84,2.04,-0.09,-0.03,-0.02,44.48
1294211,4.24,-9.10,2.05,-0.09,-0.04,-0.00,44.39
1294742,4.34,-8.97,2.08,-0.11,0.01,-0.01,44.44
1295267,4.32,-8.69,1.94,-0.10,-0.00,-0.01,44.44
1295797,4.41,-8.86,2.00,-0.11,-0.00,-0.01,44.48
1296324,4.47,-8.86,1.98,-0.10,-0.02,-0.01,44.48
1296856,4.45,-8.72,2.00,-0.11,-0.00,-0.02,44.39
1297384,4.46,-8.92,1.99,-0.08,-0.02,-0.02,44.53
1297915,4.26,-8.65,2.06,-0.10,0.01,-0.04,44.53
1298445,4.45,-8.66,2.25,-0.01,-0.15,0.01,44.48
1298974,3.74,-8.72,2.71,0.24,-0.83,0.12,44.48
1299505,3.78,-8.40,1.96,0.30,-1.18,0.22,44.44
1300033,3.22,-8.57,2.17,0.09,-0.71,0.08,44.53
1300565,2.75,-9.36,1.87,0.55,-0.49,-0.45,44.48
1301135,10.28,-11.00,3.07,-0.05,0.60,0.01,44.39
1301666,3.66,-7.29,4.37,0.03,-0.42,0.24,44.53
1302190,4.35,-7.95,3.83,0.80,-0.93,-0.22,44.44
1302723,3.96,-8.04,2.15,0.10,-0.35,-0.23,44.48
1303248,5.11,-9.47,3.44,-0.25,0.14,0.13,44.48
1303780,5.02,-7.25,4.30,-0.12,0.59,0.01,44.53
1304306,2.64,-8.76,4.98,-0.30,-0.25,-0.45,44.48
1304835,4.72,-6.85,5.44,-0.32,-0.09,0.14,44.58
1305362,4.49,-6.81,2.66,-0.13,-0.76,-0.28,44.48
1305893,4.49,-7.47,3.84,-0.08,0.67,0.24,44.44
1306423,6.45,-11.61,3.08,-0.26,0.28,0.37,44.44
1306952,0.16,-11.46,4.41,0.02,-0.03,-0.38,44.48
1307482,2.89,-8.19,4.23,0.52,-0.50,0.16,44.48
1308054,14.54,-9.77,3.16,-0.47,-0.24,-0.27,44.44
1308586,-0.91,-10.34,3.16,-0.17,-0.21,-0.44,44.53
1309113,-0.83,-8.55,3.08,0.76,0.08,0.54,44.58
1309644,14.48,-9.48,3.81,-0.45,-0.59,-0.37,44.58
1310169,1.44,-9.21,3.63,0.31,-0.64,-0.70,44.53
1310702,0.62,-9.84,4.22,0.11,-0.12,0.28,44.53
1311227,-3.16,-7.92,1.99,0.46,0.72,1.02,44.48
1311758,4.54,-6.35,1.39,0.41,-0.64,-0.74,44.48
1312284,2.09,-9.61,3.99,0.40,0.05,-0.01,44.44
1312814,2.82,-14.25,7.36,-0.15,0.61,0.35,44.48
1313341,3.35,-5.16,2.71,0.04,-0.66,-0.43,44.48
1313873,4.12,-8.68,4.33,-0.09,0.43,0.24,44.48
1314402,-9.86,-10.40,4.23,-0.14,2.40,1.17,44.62
1314933,2.66,-6.91,2.73,0.13,-0.98,-0.38,44.53
1315463,-0.06,-7.99,5.65,0.13,0.06,0.39,44.58
1316037,-1.78,-3.19,5.51,0.53,-0.40,0.04,44.53
1316569,3.93,-6.35,1.65,-0.18,-1.53,-0.28,44.53
1317096,-2.16,-8.44,5.21,-0.51,-0.19,-0.86,44.58
1317626,2.47,-9.07,4.42,-0.77,1.17,0.30,44.58
1318151,18.20,-10.89,2.08,-0.04,3.82,1.22,44.53
1318684,0.87,-9.04,4.99,-0.34,-0.39,-0.86,44.53
1319209,-1.86,-7.89,5.27,-0.58,0.53,0.53,44.58
1319741,-4.08,-14.33,11.66,-0.69,0.27,1.21,44.58
1320266,-4.26,-7.88,3.93,-0.39,-0.07,-0.54,44.62
1320798,-3.69,-9.36,3.98,0.28,-0.13,0.09,44.62
1321325,-3.73,-8.37,2.79,0.33,0.16,-0.05,44.48
1321857,-0.14,-8.65,3.75,-0.13,-0.75,-0.50,44.58
1322386,-1.73,-8.95,3.99,-0.55,0.25,-0.36,44.53
1322917,-4.61,-4.80,5.14,1.07,2.95,0.98,44.62
1323446,-0.17,-7.53,4.47,-0.28,-0.76,-0.35,44.58
1323975,-1.37,-9.28,6.02,-0.68,-0.21,-0.06,44.58
1324506,-4.32,-5.23,1.64,0.01,0.20,0.49,44.62
1325079,3.91,-12.27,3.02,-0.75,-0.41,0.14,44.62
1325609,-0.05,-9.49,3.66,-0.06,-0.34,-0.61,44.67
1326136,-4.11,-8.28,3.84,0.49,0.44,0.81,44.58
1326668,-6.64,-7.90,3.59,0.20,0.93,0.55,44.62
1327192,-3.49,-6.05,3.30,0.73,0.16,-0.42,44.53
1327724,-5.45,-8.66,5.11,0.29,-0.71,-0.55,44.67
1328249,3.86,-3.44,3.14,-1.29,-0.19,-0.24,44.58
1328779,3.47,-8.13,3.17,0.59,-1.86,-0.37,44.62
1329305,1.59,-8.24,3.48,-0.20,-0.34,-0.72,44.62
1329834,-0.16,-9.14,5.91,-0.16,0.04,0.18,44.67
1330362,13.54,-11.22,3.22,-0.24,0.95,0.21,44.67
1330938,1.28,-8.35,3.06,-0.28,-0.85,-0.61,44.62
1331468,4.19,-9.63,-0.61,-0.51,-1.24,-0.34,44.58
1331998,7.67,-8.66,3.22,0.88,3.36,0.81,44.67
1332529,6.30,-10.27,3.63,-0.34,0.20,0.01,44.72
1333057,-1.19,-10.39,4.53,-0.03,-0.68,-0.85,44.62
1333586,-2.42,-9.53,4.93,0.40,0.09,0.44,44.67
1334112,13.26,-13.85,19.61,2.12,0.26,1.64,44.67
1334644,1.61,-7.83,4.13,0.21,-0.24,0.15,44.72
1335169,-6.72,-6.91,5.52,-0.20,-0.36,-0.61,44.72
1335701,1.59,-10.74,5.69,-0.43,-0.35,0.18,44.67
1336226,9.65,-10.69,4.27,-0.45,-1.01,0.43,44.77
1336757,-1.10,-7.75,4.04,-0.32,-0.59,-1.03,44.72
1337284,0.35,-9.15,4.73,-0.03,0.18,0.21,44.62
1337814,-8.25,-3.59,4.71,0.58,1.61,0.98,44.67
1338342,2.72,-7.72,3.05,-0.04,-0.71,-0.48,44.77
1338874,-3.48,-10.11,4.52,-0.70,-0.39,-0.42,44.62
1339403,-3.90,-10.35,3.13,0.06,-0.42,-0.01,44.72
1339933,4.57,-7.68,5.21,-0.59,0.00,0.10,44.77
1340463,-5.84,-10.52,4.05,-0.07,-0.57,-0.24,44.77
1340992,-3.74,-8.96,4.51,0.24,-0.12,0.25,44.72
1341569,1.05,-4.41,7.14,0.50,0.26,0.53,44.77
1342095,1.58,-6.36,2.06,-0.29,-1.15,-0.72,44.67
1342626,-4.72,-9.50,3.19,0.04,-0.27,-1.20,44.67
1343152,-5.70,-13.46,3.36,-1.16,0.12,-0.21,44.72
1343684,9.98,-6.73,5.65,0.92,-0.89,0.22,44.72
1344209,-0.46,-8.65,4.41,-0.41,-0.53,-0.55,44.77
1344741,-2.64,-9.24,4.91,-0.90,0.16,0.14,44.72
1345266,-3.48,-3.96,3.70,0.82,1.14,0.72,44.72
1345796,0.66,-7.22,4.38,-0.19,-0.55,-0.41,44.77
1346362,-3.42,-8.09,4.69,-0.35,-0.84,-0.08,44.77
1346894,-3.55,-6.62,2.41,0.24,0.80,0.89,44.72
1347423,-8.47,-11.85,2.88,0.37,0.52,0.07,44.72
1347953,-1.88,-4.64,5.11,-0.70,-2.00,-0.74,44.67
1348484,-3.66,-7.65,7.38,-0.14,-0.05,-0.20,44.67
1349012,2.56,-4.48,1.67,0.46,1.63,0.50,44.72
1349544,-9.13,-12.87,2.81,0.47,1.15,0.28,44.72
1350071,-2.07,-7.59,4.39,-0.09,-1.21,-1.37,44.77
1350602,2.57,-9.24,5.87,-0.43,-0.33,0.11,44.77
1351127,-7.37,-4.06,4.97,0.48,2.62,1.05,44.72
1351658,3.05,-6.09,2.41,0.22,-0.28,-0.20,44.77
1352183,-2.29,-9.66,2.78,-0.10,-0.80,-0.88,44.77
1352715,-0.32,-7.86,4.06,0.28,0.05,0.08,44.77
1353240,-4.45,-1.01,4.98,0.30,1.61,1.10,44.81
1353771,1.55,-5.45,4.86,-0.27,-1.01,-0.36,44.86
1354298,-2.95,-6.41,4.84,-0.10,0.67,-0.31,44.86
1354829,-4.89,-9.86,2.73,0.22,1.02,0.10,44.91
1355356,2.38,-8.55,6.44,0.71,0.04,-0.16,44.91
1355887,-3.00,-7.43,4.29,-0.76,-0.78,-0.10,44.95
1356416,-6.68,-8.54,3.48,-0.25,-0.45,-0.29,44.77
1356946,0.56,-9.44,5.92,1.01,-0.66,-0.36,44.81
1357476,2.66,-12.26,6.65,0.19,0.06,0.06,44.91
1358004,-1.20,-8.22,4.45,-0.06,-0.26,-0.70,44.86
1358581,-2.24,-6.86,6.39,-0.19,0.39,-0.45,44.81
1359107,-1.85,-5.68,4.23,-0.49,1.11,0.42,44.81
1359638,1.05,-9.58,5.73,0.45,-0.55,-0.25,44.86
1360164,0.33,-7.10,4.16,-0.31,-0.88,-1.35,44.86
1360696,2.33,-10.43,6.55,-0.39,-0.18,0.20,44.86
1361259,-5.31,-9.72,3.18,0.36,-0.53,0.47,44.91
1361789,8.20,-9.72,0.36,-0.39,-0.90,0.01,44.86
1362315,1.91,-8.35,1.86,0.27,-1.16,-0.75,44.86
1362848,-0.08,-11.24,5.84,0.26,0.02,0.03,44.81
1363376,-1.67,-7.32,8.13,-0.58,0.61,0.67,44.95
1363907,8.97,-8.15,1.11,0.08,-2.62,-0.09,44.95
1364436,2.55,-5.76,3.14,-0.16,-1.03,-0.46,44.86
1364966,0.92,-10.19,2.59,-0.30,-0.79,-0.60,44.81
1365498,-0.88,-8.71,6.01,-0.66,-0.14,-0.36,44.95
1366026,7.57,-8.94,4.17,-0.70,0.43,0.31,44.86
1366559,11.36,-7.81,4.46,-0.00,0.42,0.14,44.91
1367086,-1.70,-10.49,5.94,-0.51,-0.35,-0.76,44.91
1367616,4.58,-7.03,5.26,-0.57,0.10,0.15,44.95
1368142,11.90,-9.47,3.00,0.58,-0.72,0.32,44.86
1368673,-0.04,-9.90,4.99,-0.62,-0.28,-0.63,44.91
1369198,-2.56,-11.22,6.32,-0.39,0.24,0.06,44.91
1369730,6.39,-12.10,1.13,-0.03,3.59,1.11,44.95
1370255,1.78,-5.96,4.69,-0.28,-0.79,-0.31,44.95
1370787,-1.54,-11.33,4.61,-0.57,0.01,-0.48,44.91
1371315,-0.17,-12.27,3.13,0.11,0.46,0.22,45.00
1371847,5.80,-12.19,5.24,-0.53,0.42,0.20,44.95
1372375,-3.70,-9.99,4.79,-0.13,0.12,-0.08,44.91
1372906,-1.62,-9.66,3.65,-0.17,0.07,0.17,45.00
1373435,-1.47,-8.10,4.66,0.46,-0.27,0.06,44.95
1373964,-1.58,-8.31,4.81,-0.59,-0.01,-0.53,44.95
1374495,-0.79,-7.66,7.12,-0.32,-0.98,-0.08,45.00
1375067,0.72,-6.19,4.44,-0.02,0.02,-0.47,45.05
1375596,1.67,-6.67,6.28,-0.07,-0.42,0.00,44.86
1376159,3.62,-6.26,3.09,0.01,-0.95,-0.30,45.00
1376692,0.47,-9.95,4.33,-0.38,-0.31,-0.52,45.05
1377217,5.83,-6.19,6.24,-0.74,-0.11,0.19,44.95
1377748,11.33,-11.35,1.05,0.25,-1.95,0.20,45.05
1378273,-1.86,-7.76,4.72,-0.07,-0.29,-0.74,44.91
1378804,-3.22,-7.47,5.55,-1.13,0.91,-0.09,45.00
1379331,10.00,-11.70,4.28,-0.91,0.35,0.65,44.95
1379863,-0.72,-7.60,3.41,-0.31,-0.59,-1.39,45.00
1380391,2.93,-8.36,6.13,-0.11,-0.59,0.45,45.00
1380921,-10.70,-8.00,4.24,0.35,1.34,0.87,44.95
1381450,3.44,-6.74,2.57,0.05,-0.61,-0.21,45.05
1381979,-1.08,-10.38,3.09,-0.17,-0.17,-0.53,45.09
1382514,-0.58,-10.00,-1.89,0.32,-0.11,0.59,45.00
1383042,14.43,-15.98,-0.14,-0.53,-0.61,0.29,44.95
1383574,1.65,-7.72,2.94,0.35,-0.90,-0.36,45.05
1384101,-4.38,-12.27,6.22,-0.00,0.50,0.45,45.00
1384631,-3.62,-8.00,2.76,-0.53,0.39,0.18,45.00
1385156,-1.19,-9.84,5.69,0.42,-0.56,-0.25,44.95
1385688,-2.57,-9.36,3.19,-0.12,-1.21,-1.04,45.09
1386213,-0.89,-7.74,6.65,-1.00,0.26,0.14,45.09
1386746,-9.68,-0.81,3.24,0.83,1.93,0.80,45.05
1387272,1.40,-12.53,4.64,-0.31,0.18,0.30,45.05
1387804,-3.44,-9.30,3.91,-0.49,-1.21,-0.85,45.00
1388331,-0.16,-9.40,4.54,0.18,-0.03,0.02,45.14
1388863,9.97,-7.20,6.12,0.97,1.49,0.94,45.05
1389391,3.31,-6.22,4.41,0.08,-0.74,-0.60,45.14
1389921,4.87,-6.67,4.20,0.01,-0.55,-0.09,45.09
1390450,9.09,-5.18,2.49,-0.51,0.39,0.03,45.05
1391025,3.07,-6.51,3.07,-0.74,-0.07,-0.43,45.14
1391557,5.46,-8.46,3.09,-0.19,0.40,0.08,45.00
1392128,3.86,-6.96,2.94,-0.07,0.59,-0.63,45.05
1392659,5.02,-7.36,4.61,-0.25,0.59,-0.31,45.05
1393183,6.11,-6.29,4.38,-0.08,0.08,-0.03,45.19
1393715,6.54,-6.39,4.36,-0.05,-0.04,-0.00,45.09
1394240,6.32,-6.58,4.44,-0.10,-0.01,-0.01,45.14
1394771,6.31,-6.35,4.43,0.11,-0.38,0.22,45.14
1395297,7.18,-7.24,4.02,0.23,-0.61,0.21,45.09
1395829,5.76,-7.50,2.43,-0.19,0.10,-0.11,45.14
1396356,6.05,-7.38,2.97,-0.08,0.01,-0.01,45.14
1396887,5.55,-7.39,3.01,0.39,-0.06,0.69,45.09
1397416,-1.25,-9.07,2.56,-0.26,0.45,1.07,45.09
1397945,-5.65,-9.14,3.14,0.37,0.54,0.92,45.24
1398475,-5.66,-8.05,2.10,-1.13,-0.85,0.15,45.14
1399005,-5.47,-6.79,3.07,-0.50,-0.70,0.01,45.19
1399537,-4.98,-9.18,2.63,0.16,-0.37,-0.71,45.19
